,pptID,fileName,condition,age,gender,nationality,firstLang,trial,clipId,freetext,Competing,Cooperating,PlaySeparate,PlayTogether,leftSad,rightSad,leftHappy,rightHappy,leftAngry,rightAngry,leftExcited,rightExcited,leftCalm,rightCalm,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftDistracted,rightDistracted,leftBored,rightBored,leftFrustrated,rightFrustrated,leftDominant,rightDominant,leftSubmissive,rightSubmissive,diffSad,sumSad,diffHappy,sumHappy,diffAngry,sumAngry,diffExcited,sumExcited,diffCalm,sumCalm,diffFriendly,sumFriendly,diffAggressive,sumAggressive,diffEngaged,sumEngaged,diffDistracted,sumDistracted,diffBored,sumBored,diffFrustrated,sumFrustrated,diffDominant,sumDominant,diffSubmissive,sumSubmissive
412,40,53kinysny91m2v_data.csv,1,28,Female,American,English,1,12,"One child was more aggressive than the other, reaching over and the other one was more timid until the end. ",3,0,1,1,3,1,1,1,2,4,1,3,3,1,3,0,0,4,1,3,3,1,2,1,3,1,0,4,3,0,2,0,0,-2,2,2,2,0,2,0,3,-1,4,0,2,0,2,0,1,-1,2,0,4,0,3,-1
413,40,53kinysny91m2v_data.csv,1,28,Female,American,English,2,01,"The children did not play well together, the child on the left was not wanting the other child to play. ",4,0,3,0,1,1,0,2,4,2,3,1,0,1,0,1,4,1,0,1,4,4,1,1,3,3,4,1,1,2,0,-2,2,-2,2,2,2,0,1,-3,1,-3,3,1,1,-3,0,4,0,-2,0,2,3,1,1,-1
414,40,53kinysny91m2v_data.csv,1,28,Female,American,English,3,07,"The child on the right was not very interested in the game, he did not interact much with the other child. ",0,0,4,0,1,0,3,3,1,1,3,2,3,1,2,3,0,0,3,0,1,4,1,4,1,3,3,1,3,3,1,-3,0,2,0,-2,1,1,2,0,1,1,0,-4,3,-1,3,1,3,1,2,0,2,0,0,2
415,40,53kinysny91m2v_data.csv,1,28,Female,American,English,4,03,"The children played fairly well together here, neither was aggressive. ",1,4,1,4,1,1,3,3,1,1,3,3,2,1,3,3,0,0,4,4,0,0,1,1,1,0,1,3,3,1,0,-2,0,2,0,-2,0,2,1,-1,0,2,0,-4,0,4,0,-4,0,-2,1,-3,2,0,2,0
416,79,54kin487w0oqy6_data.csv,1,39,Male,Indian,Hindi,1,13,they play some kind of games on a laptop or tablet,3,1,1,3,2,1,2,3,1,3,1,3,3,1,2,1,1,3,2,3,2,2,2,1,2,1,1,3,2,1,1,-1,1,1,2,0,2,0,2,0,1,-1,2,0,1,1,0,0,1,-1,1,-1,2,0,1,-1
417,79,54kin487w0oqy6_data.csv,1,39,Male,Indian,Hindi,2,16,the children was playing some kind of games on the table,3,2,1,3,1,2,3,2,2,2,3,1,1,3,2,3,3,1,3,2,1,2,1,2,1,2,3,2,1,3,1,-1,1,1,0,0,2,0,2,0,1,1,2,0,1,1,1,-1,1,-1,1,-1,1,1,2,0
418,79,54kin487w0oqy6_data.csv,1,39,Male,Indian,Hindi,3,01,children ware playing some games and competing with each other,3,2,2,2,2,1,3,2,2,1,3,1,1,3,3,3,3,3,3,2,2,3,2,3,2,2,3,1,1,3,1,-1,1,1,1,-1,2,0,2,0,0,2,0,2,1,1,1,1,1,1,0,0,2,0,2,0
419,79,54kin487w0oqy6_data.csv,1,39,Male,Indian,Hindi,4,18,children ware making some drawings and competing with each other,3,1,2,2,3,1,1,2,1,3,1,3,3,1,3,1,1,3,1,3,3,1,3,1,2,1,1,3,3,1,2,0,1,-1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,-1,2,0,2,0
424,41,54kinjh24w1srm_data.csv,1,49,Female,American,English,1,04,They appear to be sitting on the floor interacting in a joint activity.,2,4,0,4,0,0,2,2,1,0,2,0,4,4,2,3,1,0,4,4,0,0,0,0,1,0,3,0,1,3,0,-4,0,0,1,-3,2,-2,0,4,1,1,1,-3,0,4,0,-4,0,-4,1,-3,3,-1,2,0
425,41,54kinjh24w1srm_data.csv,1,49,Female,American,English,2,06,They were working together in what seems to be a puzzle or activity where the put things together.,1,4,0,4,0,0,2,2,0,0,0,0,4,4,3,3,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,-4,0,0,0,-4,0,-4,0,4,0,2,0,-4,0,4,0,-4,0,-4,0,-4,0,-4,0,-2
426,41,54kinjh24w1srm_data.csv,1,49,Female,American,English,3,18,The child on the right was dominant and the child on the left seemed frustrated and fidgety.,1,0,1,3,2,0,2,2,2,3,2,3,2,1,3,0,0,4,3,4,3,0,2,0,4,3,0,4,4,0,2,-2,0,0,1,1,1,1,1,-1,3,-1,4,0,1,3,3,-1,2,-2,1,3,4,0,4,0
427,41,54kinjh24w1srm_data.csv,1,49,Female,American,English,4,11,The child on the left was fidgety and had a hard time remaining seated.,0,3,0,4,0,0,2,3,1,0,1,0,1,4,3,3,1,0,1,4,3,0,3,0,3,0,0,0,0,0,0,-4,1,1,1,-3,1,-3,3,1,0,2,1,-3,3,1,3,-1,3,-1,3,-1,0,-4,0,-4
428,42,54kinvfkp4pxs9_data.csv,1,34,Male,American,English,1,03,It looked like they were playing a game together. At one point the one on the left looked astonished.,3,1,0,4,2,2,3,2,1,0,4,2,1,3,3,2,2,2,4,3,1,2,0,2,2,3,3,1,1,3,0,0,1,1,1,-3,2,2,2,0,1,1,0,0,1,3,1,-1,2,-2,1,1,2,0,2,0
429,42,54kinvfkp4pxs9_data.csv,1,34,Male,American,English,2,09,They were playing with separate objects. The child on the right looked like they wanted whatever the other child had.,2,0,4,1,2,0,1,3,3,1,2,3,1,4,1,1,3,1,1,4,2,2,3,0,4,0,1,4,4,1,2,-2,2,0,2,0,1,1,3,1,0,-2,2,0,3,1,0,0,3,-1,4,0,3,1,3,1
430,42,54kinvfkp4pxs9_data.csv,1,34,Male,American,English,3,14,The one on the right was trying to do something on the table and the one on the left kept showing him where to go and how to do it,0,3,0,3,0,2,3,1,1,2,4,1,1,4,3,2,3,0,4,2,0,2,0,2,3,0,4,1,0,3,2,-2,2,0,1,-1,3,1,3,1,1,1,3,-1,2,2,2,-2,2,-2,3,-1,3,1,3,-1
431,42,54kinvfkp4pxs9_data.csv,1,34,Male,American,English,4,08,The one on the right was playing with something while the other one watched. The other seemed distracted and kept looking away.,1,1,4,1,3,0,1,3,2,0,0,2,4,3,1,1,0,3,0,4,4,0,4,0,4,0,0,4,4,1,3,-1,2,0,2,-2,2,-2,1,3,0,-2,3,-1,4,0,4,0,4,0,4,0,4,0,3,1
432,74,54kinxgf9hr4ax_data.csv,1,29,Male,American,English,1,17,They were interacting with an object between them that was making them laugh.,1,4,1,4,0,0,4,4,1,1,4,4,2,2,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-4,0,4,0,-2,0,4,0,0,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
433,74,54kinxgf9hr4ax_data.csv,1,29,Male,American,English,2,07,The appeared to be typing on computers that were on a table and having a conversation.,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,3,3,1,1,1,1,1,1,1,3,3,1,0,-2,0,-2,0,-2,0,-2,0,0,0,0,2,0,0,2,0,-2,0,-2,0,-2,2,0,2,0
434,74,54kinxgf9hr4ax_data.csv,1,29,Male,American,English,3,09,The child on the right was instructing the child on the left to do something.,1,3,1,1,3,1,1,2,1,2,1,2,2,2,2,1,1,3,3,3,1,1,3,1,1,3,1,3,3,1,2,0,1,-1,1,-1,1,-1,0,0,1,-1,2,0,0,2,0,-2,2,0,2,0,2,0,2,0
435,74,54kinxgf9hr4ax_data.csv,1,29,Male,American,English,4,18,The child on the right was playing with something on the table and not letting the child on the left to participate.,3,1,3,1,3,1,1,3,1,3,1,3,1,1,2,1,1,3,3,3,1,1,2,1,3,3,0,4,4,0,2,0,2,0,2,0,2,0,0,-2,1,-1,2,0,0,2,0,-2,1,-1,0,2,4,0,4,0
436,43,56kin26reooltx_data.csv,1,23,Male,Indian,Hindi,1,01,this childrens are playing game with only their hands in the same position,4,2,2,4,0,2,0,0,1,1,3,3,1,1,3,3,1,1,4,4,1,1,1,1,0,1,3,3,3,3,2,-2,0,-4,0,-2,0,2,0,-2,0,2,0,-2,0,4,0,-2,0,-2,1,-3,0,2,0,2
437,43,56kin26reooltx_data.csv,1,23,Male,Indian,Hindi,2,14,they are interacting with full motion of the body and in friendly way,3,2,1,3,1,1,2,2,1,1,2,2,1,1,2,2,1,1,3,3,1,1,1,1,1,1,3,3,3,3,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,-2,0,2,0,-2,0,-2,0,-2,0,2,0,2
438,43,56kin26reooltx_data.csv,1,23,Male,Indian,Hindi,3,07,this both children are not very talkative with each other and are very busy,3,3,3,1,2,1,1,1,1,1,2,2,3,2,2,1,1,1,3,3,2,1,2,2,1,1,3,3,3,2,1,-1,0,-2,0,-2,0,0,1,1,1,-1,0,-2,0,2,1,-1,0,0,0,-2,0,2,1,1
439,43,56kin26reooltx_data.csv,1,23,Male,Indian,Hindi,4,17,this both children are looking happy about their work and are friendly playing with each other,3,2,1,3,0,1,1,3,1,1,3,3,3,3,3,4,1,1,3,3,1,1,1,1,1,1,3,3,2,2,1,-3,2,0,0,-2,0,2,0,2,1,3,0,-2,0,2,0,-2,0,-2,0,-2,0,2,0,0
452,44,58kin9835hzax6_data.csv,1,22,Male,American,English,1,19,It looks like they were examining something together as it appears as if one of the children passed something over to the other,1,3,0,3,1,1,3,3,1,0,3,3,3,3,3,3,1,1,3,3,1,1,1,0,1,1,2,2,1,1,0,-2,0,2,1,-3,0,2,0,2,0,2,0,-2,0,2,0,-2,1,-3,0,-2,0,0,0,-2
453,44,58kin9835hzax6_data.csv,1,22,Male,American,English,2,03,The children seemed to be cooperating and interacting with each other. They seemed very engaged in what they were doing,1,3,1,3,1,1,3,3,0,0,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,2,2,1,1,0,-2,0,2,0,-4,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,0,0,-2
454,44,58kin9835hzax6_data.csv,1,22,Male,American,English,3,13,The children seemed to be interacting with each other and passing something over to each other,1,0,0,4,1,1,3,3,1,1,3,3,3,3,3,3,1,1,4,4,1,1,1,1,1,1,3,2,1,1,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,4,0,-2,0,-2,0,-2,1,1,0,-2
455,44,58kin9835hzax6_data.csv,1,22,Male,American,English,4,18,The children seemed to be interacting with an object together. They were looking at and pointing at something in between them,0,3,0,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,4,4,1,1,1,1,1,1,2,2,2,2,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,4,0,-2,0,-2,0,-2,0,0,0,0
456,71,61kin6upjgvnns_data.csv,1,36,Female,American,English,1,20,they were probably eating and pushing some kind of buttons,1,3,1,3,1,1,3,3,1,1,3,3,3,1,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,2,2,0,0,2,2,0,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
457,71,61kin6upjgvnns_data.csv,1,36,Female,American,English,2,13,they played together then the right one got mad and they started arguing,2,3,1,3,1,1,1,1,3,3,2,2,3,1,3,1,1,3,3,3,1,1,1,1,3,1,2,2,1,1,0,-2,0,-2,0,2,0,0,2,0,2,0,2,0,0,2,0,-2,0,-2,2,0,0,0,0,-2
458,71,61kin6upjgvnns_data.csv,1,36,Female,American,English,3,16,they argued or competed at the beginning but they resolved the situation and continued to play,3,2,1,3,1,1,2,2,1,1,2,2,2,2,3,3,1,1,3,3,1,1,1,1,2,2,2,2,2,2,0,-2,0,0,0,-2,0,0,0,0,0,2,0,-2,0,2,0,-2,0,-2,0,0,0,0,0,0
459,71,61kin6upjgvnns_data.csv,1,36,Female,American,English,4,14,the child on the right taught something to the child on the left. or he was pushing some kind of buttons,1,3,1,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,3,3,1,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,2,0,2,0
464,45,61kinvpf7e4dpc_data.csv,1,61,Female,American,English,1,16,"the child on the right was a little more aggressive than the one on the left, but both worked pretty well together",2,3,3,3,1,1,3,1,1,3,3,3,1,1,3,1,1,3,3,3,1,1,1,1,1,3,1,3,3,1,0,-2,2,0,2,0,0,2,0,-2,2,0,2,0,0,2,0,-2,0,-2,2,0,2,0,2,0
465,45,61kinvpf7e4dpc_data.csv,1,61,Female,American,English,2,12,they seemed to be having a good time playing together with no tension,1,3,1,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,4,4,1,1,1,1,3,3,3,3,1,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,4,0,-2,0,-2,0,2,0,2,0,-2
466,45,61kinvpf7e4dpc_data.csv,1,61,Female,American,English,3,01,seemed like the child on the left was a ltitle more aggressive than the other child...the left child seemed like they were in charge,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,4,1,3,3,1,1,1,1,3,1,3,1,1,3,0,-2,0,-2,2,0,0,-2,0,-2,2,0,3,1,0,2,0,-2,0,-2,2,0,2,0,2,0
467,45,61kinvpf7e4dpc_data.csv,1,61,Female,American,English,4,07,"the child on the right seemed to be telling the one on left what to do, he seemed like he was in charge",1,3,1,3,1,1,1,1,1,1,1,1,1,3,3,3,1,1,3,3,1,1,1,1,1,1,1,3,3,1,0,-2,0,-2,0,-2,0,-2,2,0,0,2,0,-2,0,2,0,-2,0,-2,0,-2,2,0,2,0
476,46,62kinsn3ow20yj_data.csv,1,35,Male,Other,English,1,03,They are playing on some kind of tabletop. Moving their hands around both tapping buttons as well as swiping.,4,1,1,1,1,1,3,3,1,1,3,3,2,2,3,3,2,2,3,3,1,1,1,1,1,1,2,2,1,1,0,-2,0,2,0,-2,0,2,0,0,0,2,0,0,0,2,0,-2,0,-2,0,-2,0,0,0,-2
477,46,62kinsn3ow20yj_data.csv,1,35,Male,Other,English,2,12,In this video the child on the right did appear to be more aggressive and the child on the left appeared more submissive. The game seems slightly different or they are playing it different then previous video.,1,1,2,2,1,1,3,3,2,1,2,3,3,1,3,3,1,3,3,4,1,1,1,1,1,0,1,3,3,1,0,-2,0,2,1,-1,1,1,2,0,0,2,2,0,1,3,0,-2,0,-2,1,-3,2,0,2,0
478,46,62kinsn3ow20yj_data.csv,1,35,Male,Other,English,3,08,These children are not as interested in the game as the others. The child on the left appears to not understand how to play then looses interest. The child on the right likely takes notice of this and also looses interest.,3,1,3,1,2,2,2,2,1,1,1,1,1,3,2,3,0,0,0,1,4,3,4,3,3,3,0,1,2,1,0,0,0,0,0,-2,0,-2,2,0,1,1,0,-4,1,-3,1,3,1,3,0,2,1,-3,1,-1
479,46,62kinsn3ow20yj_data.csv,1,35,Male,Other,English,4,09,The child on the right appears to be doing something else at the start of the video. They appear even less to be playing together as well as less interested in the game itself.,0,0,3,0,1,1,1,1,1,1,1,1,3,3,3,2,0,0,3,0,2,4,2,3,2,2,3,0,0,2,0,-2,0,-2,0,-2,0,-2,0,2,1,1,0,-4,3,-1,2,2,1,1,0,0,3,-1,2,-2
480,47,62kintxe1xtpaa_data.csv,1,30,Male,American,English,1,11,It appears that they are playing a board game or possibly even using a tablet together,2,3,0,4,1,1,2,3,2,0,2,3,1,4,2,4,0,3,3,3,0,0,1,1,3,1,1,3,3,1,0,-2,1,1,2,-2,1,1,3,1,2,2,3,-1,0,2,0,-4,0,-2,2,0,2,0,2,0
481,47,62kintxe1xtpaa_data.csv,1,30,Male,American,English,2,07,The child on the right was watching and giving instructions to the one on the left before joining in.,0,4,0,3,2,0,2,2,0,0,1,3,4,4,3,3,1,1,2,4,2,0,1,0,2,1,1,3,4,0,2,-2,0,0,0,-4,2,0,0,4,0,2,0,-2,2,2,2,-2,1,-3,1,-1,2,0,4,0
482,47,62kintxe1xtpaa_data.csv,1,30,Male,American,English,3,04,They each got something from off to the side and then interacted with the table in front of them.,0,4,3,4,1,0,3,3,0,0,2,3,4,4,4,4,0,0,4,4,1,1,0,0,0,0,1,1,1,1,1,-3,0,2,0,-4,1,1,0,4,0,4,0,-4,0,4,0,-2,0,-4,0,-4,0,-2,0,-2
483,47,62kintxe1xtpaa_data.csv,1,30,Male,American,English,4,12,It looked like they were doing a puzzle together and helping each other out.,0,4,0,4,0,0,3,3,0,0,3,2,4,4,4,4,1,1,4,4,0,0,0,0,1,1,3,2,1,1,0,-4,0,2,0,-4,1,1,0,4,0,4,0,-2,0,4,0,-4,0,-4,0,-2,1,1,0,-2
488,72,63kinqyshvhfsm_data.csv,1,28,Male,American,English,1,14,who are interacting as if they were playing or talking about something interesting,2,3,3,2,3,3,1,3,2,3,1,4,3,3,2,2,3,3,2,3,3,1,2,2,2,2,2,2,3,3,0,2,2,0,1,1,3,1,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,2
489,72,63kinqyshvhfsm_data.csv,1,28,Male,American,English,2,15,something changed compared to the first video here a child tries to explain something to the other if he is teaching something,3,4,2,3,2,2,3,3,2,3,1,2,2,4,3,2,2,3,2,1,2,2,3,3,2,2,2,3,1,4,0,0,0,2,1,1,1,-1,2,2,1,1,1,1,1,-1,0,0,0,2,0,0,1,1,3,1
490,72,63kinqyshvhfsm_data.csv,1,28,Male,American,English,3,20,in my opinion they are repairing something I know that we are working together on something,2,3,2,1,3,2,2,2,3,2,2,2,3,2,2,1,3,3,2,2,3,3,2,2,1,2,4,2,2,3,1,1,0,0,1,1,0,0,1,1,1,-1,0,2,0,0,0,2,0,0,1,-1,2,2,1,1
491,72,63kinqyshvhfsm_data.csv,1,28,Male,American,English,4,18,in my opinion they are repairing something I know that we are working together on something,2,3,2,3,2,3,2,3,3,3,3,2,3,2,2,2,2,2,1,3,2,3,1,2,2,2,3,2,2,2,1,1,1,1,0,2,1,1,1,1,0,0,0,0,2,0,1,1,1,-1,0,0,1,1,0,0
492,48,63kintlkqydsbu_data.csv,1,23,Male,Indian,English,1,19,THE ARE SHACKING A LAG AND TRY TO HAND SHAKE ,2,3,1,2,3,3,1,1,2,2,1,1,3,2,3,3,1,3,2,2,3,3,2,3,3,3,3,3,3,3,0,2,0,-2,0,0,0,-2,1,1,0,2,2,0,0,0,0,2,1,1,0,2,0,2,0,2
493,48,63kintlkqydsbu_data.csv,1,23,Male,Indian,English,2,01,THEIR ARE PLAYING WITH FINGERS ,3,3,1,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,2,2,3,3,1,1,1,1,1,1,3,3,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,0,0,2,0,-2,0,-2,0,-2,0,2
494,48,63kintlkqydsbu_data.csv,1,23,Male,Indian,English,3,12,THEIR ARE TRY TO PLAY A MUSIC,3,1,3,2,2,1,2,2,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,-1,0,0,0,2,0,2,0,-2,0,-2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
495,48,63kintlkqydsbu_data.csv,1,23,Male,Indian,English,4,13,THEIR ARE WANT TO  COLLECT SOME THING,3,1,3,1,2,2,2,2,3,3,3,3,1,1,1,1,3,3,3,3,3,3,2,2,3,3,3,3,3,3,0,0,0,0,0,2,0,2,0,-2,0,-2,0,2,0,2,0,2,0,0,0,2,0,2,0,2
500,49,64kinzskttd8x3_data.csv,1,22,Female,American,English,1,09,the were both playing on the table. The one on the right looks more fierce and angry than the one one the left,0,1,0,4,2,3,2,1,1,3,1,1,4,1,4,0,2,4,3,3,2,2,2,3,2,3,1,3,3,0,1,1,1,-1,2,0,0,-2,3,1,4,0,2,2,0,2,0,0,1,1,1,1,2,0,3,-1
501,49,64kinzskttd8x3_data.csv,1,22,Female,American,English,2,13,This time they were both angry and ready to challenge each other in the game. They were both on same mood this time,3,1,0,1,3,3,0,1,3,3,1,1,1,1,1,1,3,3,3,3,2,2,1,1,1,3,3,3,1,1,0,2,1,-3,0,2,0,-2,0,-2,0,-2,0,2,0,2,0,0,0,-2,2,0,0,2,0,-2
502,49,64kinzskttd8x3_data.csv,1,22,Female,American,English,3,18,This time the one on the right was very troublesome. He was always going to the side of the other to play his game and that got the other angry.,4,1,1,3,2,2,1,1,3,4,1,1,3,1,2,0,0,4,3,3,2,2,2,2,3,2,1,3,3,1,0,0,0,-2,1,3,0,-2,2,0,2,-2,4,0,0,2,0,0,0,0,1,1,2,0,2,0
503,49,64kinzskttd8x3_data.csv,1,22,Female,American,English,4,02,"Just like before, the on on the right was still troublesome and this time, the one on the left tried to avoid him",3,3,1,3,3,1,1,1,3,3,1,1,3,1,3,1,1,4,3,3,2,2,2,2,3,3,0,3,3,1,2,0,0,-2,0,2,0,-2,2,0,2,0,3,1,0,2,0,0,0,0,0,2,3,-1,2,0
508,73,65kin5he1g4c6x_data.csv,1,31,Female,American,English,1,03,They seemed to be fighting over something and being a bit aggressive with one another.,4,1,0,2,3,3,1,1,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,3,3,2,2,1,1,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,2,0,2,0,-2,0,-2,0,2,0,0,0,-2
509,73,65kin5he1g4c6x_data.csv,1,31,Female,American,English,2,09,They seem to be playing cooperatively and working on a task together. ,1,4,1,4,1,1,3,3,1,1,1,1,3,3,3,3,0,0,3,4,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,-2,0,2,0,2,0,-4,1,3,0,-2,0,-2,0,-2,0,-2,0,-2
510,73,65kin5he1g4c6x_data.csv,1,31,Female,American,English,3,18,They seem to be working together but the child on the right is the leader of the two.,1,3,1,3,1,1,2,3,1,1,1,3,3,1,3,3,1,2,2,3,1,1,1,0,1,1,1,3,3,1,0,-2,1,1,0,-2,2,0,2,0,0,2,1,-1,1,1,0,-2,1,-3,0,-2,2,0,2,0
511,73,65kin5he1g4c6x_data.csv,1,31,Female,American,English,4,06,They didn't seem to be interacting very much. They seem to be working on separate tasks calmly.,2,3,3,1,0,1,2,2,1,1,1,1,4,4,2,3,0,0,3,3,1,1,1,1,1,1,1,1,1,1,1,-3,0,0,0,-2,0,-2,0,4,1,1,0,-4,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
516,69,68kinpyzz104jr_data.csv,1,28,Male,American,English,1,10,i noticed that the were close to each other,3,3,1,3,2,2,3,3,1,1,3,3,1,3,1,3,1,1,2,1,2,2,1,1,2,2,2,2,2,1,0,0,0,2,0,-2,0,2,2,0,2,0,0,-2,1,-1,0,0,0,-2,0,0,0,0,1,-1
517,69,68kinpyzz104jr_data.csv,1,28,Male,American,English,2,20,they seemed like they werent getting along well,3,2,3,3,3,2,2,2,3,2,1,2,2,2,3,1,2,2,3,3,2,3,2,3,3,2,3,2,2,3,1,1,0,0,1,1,1,-1,0,0,2,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1
518,69,68kinpyzz104jr_data.csv,1,28,Male,American,English,3,07,they seemed like they were getting along,3,3,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,3,2,3,3,2,3,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1
519,69,68kinpyzz104jr_data.csv,1,28,Male,American,English,4,16,the children seemed to like interacting with each other,2,2,3,2,2,2,1,2,2,1,1,2,2,3,2,3,3,2,2,1,2,3,2,1,2,3,2,2,2,1,0,0,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,0,1,-1
528,3,6kin01febzhcg_data.csv,1,28,Male,Indian,Tamil,1,20,THE TWO CHILDREN ARE SHAKEN THE VIDEO.ONE CHILD IS WILLING TO SHAKEN THEN ANOTHER CHILD IS A SHY.,3,3,1,4,3,0,1,4,1,0,3,2,3,0,4,2,2,1,2,3,1,2,3,1,3,0,1,2,3,1,3,-1,3,1,1,-3,1,1,3,-1,2,2,1,-1,1,1,1,-1,2,0,3,-1,1,-1,2,0
529,3,6kin01febzhcg_data.csv,1,28,Male,Indian,Tamil,2,18,THE RIGHT CHILD IS VERY ANGRY AND LEFT CHILD IS ALSO ANGRY,1,3,1,3,3,2,3,1,1,4,3,4,3,1,1,2,2,3,4,2,0,2,2,1,3,4,2,0,4,2,1,1,2,0,3,1,1,3,2,0,1,-1,1,1,2,2,2,-2,1,-1,1,3,2,-2,2,2
530,3,6kin01febzhcg_data.csv,1,28,Male,Indian,Tamil,3,13,THE TOW CHILD IS ALSO COMM ON THE SPEAKING,1,3,4,3,2,0,3,2,1,2,3,1,3,4,3,2,4,2,0,0,4,2,0,3,3,1,2,1,3,4,2,-2,1,1,1,-1,2,0,1,3,1,1,2,2,0,-4,2,2,3,-1,2,0,1,-1,1,3
531,3,6kin01febzhcg_data.csv,1,28,Male,Indian,Tamil,4,07,TOW CHILD IS SPEAKING TO SILENT ,4,3,4,2,3,2,3,2,3,4,0,3,1,2,3,1,2,3,1,3,1,1,1,0,2,1,2,3,4,1,1,1,1,1,1,3,3,-1,1,-1,2,0,1,1,2,0,0,-2,1,-3,1,-1,1,1,3,1
532,4,6kinscntoy4bo_data.csv,1,55,Male,American,English,1,14,One on the right seemed to be more relaxed then the one on the left. ,3,2,2,3,2,0,1,3,3,1,4,1,0,4,1,4,3,1,2,3,1,3,0,1,3,1,3,1,0,3,2,-2,2,0,2,0,3,1,4,0,3,1,2,0,1,1,2,0,1,-3,2,0,2,0,3,-1
533,4,6kinscntoy4bo_data.csv,1,55,Male,American,English,2,16,Seemed like they where helping each other and they both where calm.,0,4,1,4,1,1,3,3,0,0,0,0,3,3,3,3,1,1,3,3,0,1,1,1,1,1,1,3,1,1,0,-2,0,2,0,-4,0,-4,0,2,0,2,0,-2,0,2,1,-3,0,-2,0,-2,2,0,0,-2
534,4,6kinscntoy4bo_data.csv,1,55,Male,American,English,3,04,Looks like they where calmly playing together.  Both seemed interested in what was going on. ,2,4,1,4,1,1,2,3,0,0,2,2,3,3,3,3,1,1,4,4,0,0,1,1,1,1,1,1,1,1,0,-2,1,1,0,-4,0,0,0,2,0,2,0,-2,0,4,0,-4,0,-2,0,-2,0,-2,0,-2
535,4,6kinscntoy4bo_data.csv,1,55,Male,American,English,4,12,They seem to get along and are having a fun time playing together.,3,4,0,4,1,1,3,3,1,1,1,2,3,3,3,3,1,1,3,3,0,0,1,3,1,3,1,3,1,1,0,-2,0,2,0,-2,1,-1,0,2,0,2,0,-2,0,2,0,-4,2,0,2,0,2,0,0,-2
536,50,70kinvhohklnt1_data.csv,1,50,Female,American,English,1,14,They appear to be doing something with their hands. Perhaps it is some sort of dance? It is difficult to know because of their actions.,4,3,0,4,0,0,2,2,1,1,4,4,1,1,2,2,3,3,4,4,2,2,0,0,3,3,3,1,0,0,0,-4,0,0,0,-2,0,4,0,-2,0,0,0,2,0,4,0,0,0,-4,0,2,2,0,0,-4
537,50,70kinvhohklnt1_data.csv,1,50,Female,American,English,2,17,"They were moving quite a bit, sometimes lowering their heads. It was very difficult to understand what activity, if any, they were engaged in.",3,2,1,3,1,1,2,2,2,2,3,3,1,1,2,2,2,2,3,3,2,2,1,1,2,2,2,2,1,1,0,-2,0,0,0,0,0,2,0,-2,0,0,0,0,0,2,0,0,0,-2,0,0,0,0,0,-2
538,50,70kinvhohklnt1_data.csv,1,50,Female,American,English,3,15,"They appear to be doing some type of activity, possibly using blocks or some other toy. ",2,3,1,3,1,1,2,2,1,1,3,4,3,1,3,3,0,0,3,4,1,1,1,1,3,1,1,3,3,1,0,-2,0,0,0,-2,1,3,2,0,0,2,0,-4,1,3,0,-2,0,-2,2,0,2,0,2,0
